carAge;dureeGarantie;kilometrage;marqueModele;prixTtc;puissanceFiscale;tauxCo2;typeEnergie;dureeTotale;valeurRachat
7;17;4;35;27000.0;6;139;3;60.0;12056.57
5;19;2;26;26860.0;7;142;1;60.0;9007.69
10;14;14475;80;24600.0;5;121;1;60.0;8738.34
13;12;10;92;31864.0;7;132;7;60.0;11967.97
9;16;10;80;29600.0;7;120;1;60.0;11582.52
10;15;8120;80;24500.0;5;121;1;60.0;8879.82
12;13;13668;37;19124.0;5;127;1;60.0;7090.73
6;19;2;27;29860.0;7;129;3;60.0;12669.7
6;19;2;27;29860.0;7;129;3;60.0;12669.7
22;2;7530;85;28400.0;7;131;1;60.0;8684.8
4;21;2;27;29860.0;7;129;3;60.0;13689.35
14;11;11015;84;37100.0;7;142;1;60.0;13084.85
9;16;2;27;30060.0;7;129;3;60.0;12268.12
7;18;10;82;35600.0;7;128;3;60.0;12261.72
13;12;3461;39;49744.0;10;29;6;60.0;18826.29
6;19;2;27;29860.0;7;129;3;60.0;12669.7
7;18;10;82;35800.0;7;128;3;60.0;12261.72
7;18;10;82;35800.0;7;128;3;60.0;12261.72
9;16;3;27;29060.0;7;120;3;60.0;11587.9
6;19;2;25;20860.0;4;123;1;60.0;7533.71
7;18;10;82;35600.0;7;128;3;60.0;12261.72
10;15;6000;81;39044.0;7;130;3;60.0;14891.1
15;10;10;82;47100.0;10;27;7;60.0;17729.43
7;30;10;69;32864.0;7;144;7;60.0;15676.8
23;2;28831;25;15860.0;4;123;1;60.0;4913.42
15;10;10;82;47100.0;10;27;7;60.0;17729.43
45;0;46760;82;22300.0;6;99;3;36.0;8815.94
13;12;10;82;33800.0;7;117;3;60.0;13833.16
15;9;23500;27;26490.0;7;129;3;60.0;11160.14
48;0;34012;66;23544.0;7;122;1;36.0;8400.09
7;18;2;25;22360.0;5;117;3;60.0;9039.48
24;13;47151;69;22444.0;7;145;1;60.0;8962.73
48;0;36155;66;23264.0;7;122;1;36.0;8305.26
24;0;48395;79;26600.0;5;123;1;60.0;7248.56
3;22;10;94;21864.0;5;117;1;60.0;9787.66
24;1;55928;79;26300.0;5;123;1;60.0;7044.68
3;22;10;80;27382.0;7;122;1;60.0;12763.08
8;17;10;119;28990.0;7;122;1;60.0;10973.04
8;17;10;35;22490.0;7;141;1;60.0;9628.84
8;17;10;35;22490.0;7;141;1;60.0;9628.84
2;23;10;93;24364.0;5;107;6;60.0;12004.9
23;2;23937;27;24990.0;7;129;3;60.0;10924.24
12;13;10;81;39490.0;7;145;1;60.0;14978.9
6;19;40;30;38200.0;7;242;3;60.0;13488.81
10;15;10;25;18490.0;4;123;1;60.0;6170.49
24;1;46888;81;27490.0;7;139;1;60.0;10303.7
6;19;8;3;45860.0;9;121;5;60.0;19336.88
24;1;30387;79;22790.0;5;123;1;60.0;6981.78
4;21;10;93;34360.0;5;30;7;60.0;19461.13
21;3;18560;79;27990.0;7;125;1;60.0;9774.6
23;2;8815;123;34700.0;8;143;3;60.0;13591.45
6;19;2;26;26460.0;7;142;1;60.0;8931.04
5;20;10;26;23800.0;6;132;1;60.0;9296.48
12;13;15932;27;26790.0;7;119;1;60.0;9397.18
5;20;3;82;33860.0;7;128;3;60.0;13789.01
44;0;12800;80;17990.0;6;112;1;36.0;7603.3
10;15;10;36;23490.0;6;130;3;60.0;10604.03
41;0;23274;24;10990.0;3;85;1;42.0;3798.63
25;0;29191;27;26490.0;7;129;3;60.0;10636.14
11;14;19142;121;28490.0;6;131;1;60.0;10691.25
5;20;10;123;35864.0;8;146;1;60.0;15213.24
21;4;34812;29;27744.0;7;130;3;60.0;9659.61
10;15;10;25;18490.0;4;123;1;60.0;7691.63
7;17;2;23;32060.0;7;138;3;60.0;10918.99
2;23;10;35;27134.0;6;139;3;60.0;12551.7
13;11;26819;26;21454.0;6;130;3;60.0;7775.0
7;18;2;42;19360.0;4;105;7;60.0;7337.48
4;21;510;42;19860.0;4;105;7;60.0;7554.63
5;19;3;29;36860.0;7;130;3;60.0;14498.06
6;19;3;29;36360.0;7;130;3;60.0;14321.37
5;19;2;29;36860.0;7;130;3;60.0;14498.06
6;19;4;29;42360.0;10;29;7;60.0;19585.56
5;19;2;29;36860.0;7;145;3;60.0;15841.99
3;22;1;29;34860.0;7;130;3;60.0;13630.17
4;21;1;29;36860.0;7;145;3;60.0;15737.9
3;22;1;29;34860.0;7;130;3;60.0;13630.17
4;21;1;29;34860.0;7;130;3;60.0;13626.99
3;22;1;29;34860.0;7;130;3;60.0;13630.17
5;20;3;29;42860.0;10;29;7;60.0;19683.39
5;19;2;29;42860.0;10;29;7;60.0;19683.39
22;3;61262;81;28990.0;7;139;1;60.0;10049.44
9;16;13160;81;33990.0;7;130;3;60.0;13641.92
24;0;65154;122;25990.0;8;142;1;60.0;7856.9
40;0;78588;79;17990.0;6;102;1;42.0;7248.72
5;20;10;84;41490.0;7;146;3;60.0;18089.79
23;1;27280;73;15690.0;4;117;1;60.0;4303.52
11;14;10;80;26690.0;7;120;1;60.0;9743.11
9;16;10;25;24200.0;5;112;3;60.0;9487.97
23;2;30111;81;44590.0;11;30;6;60.0;19970.96
23;2;23299;27;24990.0;7;129;3;60.0;10929.27
10;15;10;26;28300.0;7;142;1;60.0;8627.66
8;17;10;26;27600.0;7;142;1;60.0;8775.5
9;16;20;26;24600.0;6;131;1;60.0;7641.09
8;16;10;88;28190.0;5;136;3;60.0;9618.05
6;19;10;122;31490.0;8;138;1;60.0;11796.29
24;1;26942;25;18452.0;6;125;1;60.0;7161.81
24;1;48700;79;26000.0;5;123;1;60.0;7214.79
15;9;23000;27;26490.0;7;129;3;60.0;11172.98
7;17;10;59;49200.0;8;22;7;60.0;20152.92
15;22;13749;67;25602.0;6;134;1;60.0;9429.89
12;13;6444;19;40360.0;8;129;3;60.0;17551.43
23;2;45770;79;25800.0;7;133;1;60.0;8712.88
26;0;22219;79;22990.0;5;123;1;54.0;7510.62
24;1;43350;79;27000.0;5;123;1;60.0;7294.84
8;17;10;35;22490.0;7;141;1;60.0;9628.84
12;13;10020;80;23700.0;5;121;1;60.0;8601.89
31;30;12544;34;50490.0;20;191;1;54.0;14749.41
6;19;2;25;20860.0;4;123;1;60.0;7533.71
27;0;14820;81;28300.0;7;146;1;54.0;11859.69
6;19;2;26;26660.0;7;142;1;60.0;8505.75
5;20;2;26;26860.0;7;142;1;60.0;9007.69
12;13;10;40;43864.0;7;143;3;60.0;18557.98
9;16;10;80;22800.0;5;115;1;60.0;9539.04
7;18;2;25;22460.0;5;117;3;60.0;9039.48
25;0;36836;80;21000.0;5;118;1;60.0;5774.9
25;0;44555;26;17716.0;6;126;3;60.0;5503.38
9;16;10;79;38100.0;7;132;3;60.0;14961.25
16;9;10;79;30800.0;6;116;3;60.0;9989.45
7;18;2;25;22460.0;5;117;3;60.0;9039.48
9;16;10;47;33490.0;8;127;5;60.0;14788.64
12;13;25291;121;27990.0;6;131;1;60.0;10438.41
7;18;3;25;22560.0;5;117;3;60.0;9039.48
4;33;10;67;26864.0;6;137;1;60.0;11360.83
11;14;10747;80;24400.0;5;121;1;60.0;8702.2
24;1;47976;27;24044.0;7;119;1;60.0;8356.37
7;18;10;81;39400.0;7;145;1;60.0;15782.77
7;18;503;42;19860.0;4;105;7;60.0;7337.48
13;12;13491;81;43900.0;11;30;6;60.0;20049.8
12;13;9561;19;40860.0;8;135;3;60.0;18052.91
7;17;7;35;27000.0;6;139;3;60.0;12056.57
7;17;8;35;27000.0;6;139;3;60.0;12056.57
10;15;13665;35;21900.0;6;127;3;60.0;9652.99
7;18;24;9;58860.0;11;166;5;60.0;27739.1
9;16;19;9;56060.0;9;148;5;60.0;25859.76
21;4;25000;61;41990.0;10;134;3;60.0;21675.41
8;16;22;9;60060.0;9;148;5;60.0;27644.49
5;20;10;35;23400.0;7;141;1;60.0;10391.1
8;17;20;9;59060.0;9;148;5;60.0;25889.72
2;23;10;35;24334.0;7;141;1;60.0;11058.32
7;18;3;25;22460.0;5;117;3;60.0;9039.48
25;0;53136;27;23990.0;7;129;3;60.0;10121.41
6;19;10;30;38200.0;7;242;3;60.0;13488.81
9;16;10;27;36600.0;7;120;3;60.0;11587.9
9;16;6235;27;31100.0;7;131;1;60.0;10087.27
13;12;21141;27;21490.0;5;122;1;60.0;7682.35
21;4;36926;27;32700.0;7;129;3;60.0;10814.91
14;10;23688;31;34490.0;7;183;3;60.0;11152.02
41;0;28284;81;24730.0;7;146;1;42.0;10911.93
22;2;33910;29;30600.0;7;146;1;60.0;8783.84
2;23;10;35;24034.0;7;141;1;60.0;10921.98
41;0;59777;84;29812.0;10;167;1;42.0;12825.98
8;17;10;122;32490.0;8;135;1;60.0;11734.21
24;0;46668;79;26300.0;5;123;1;60.0;7277.34
16;9;10;79;30800.0;6;116;3;60.0;9989.45
12;13;9449;21;52860.0;10;151;5;60.0;23851.99
7;18;30;40;51700.0;7;143;3;60.0;20441.15
12;13;7010;19;39860.0;8;129;3;60.0;17334.51
8;17;10;39;48400.0;10;30;6;60.0;15028.59
5;20;10;82;30490.0;7;114;3;60.0;10455.57
9;16;10;80;26890.0;5;121;1;60.0;10262.94
3;22;10;93;23864.0;5;107;6;60.0;11642.35
13;12;15;81;31800.0;7;130;3;60.0;12167.82
12;13;10;40;43984.0;7;143;3;60.0;18608.75
24;1;42622;81;32900.0;7;145;1;60.0;11101.22
4;21;10;26;26760.0;7;142;1;60.0;10057.06
22;3;49510;82;22800.0;7;114;3;60.0;8411.85
9;16;10;27;30600.0;7;130;1;60.0;11773.61
34;0;63890;29;24490.0;7;138;3;48.0;9304.64
8;17;30;27;29300.0;7;119;1;60.0;10590.24
11;14;9737;27;21490.0;5;122;1;60.0;7934.48
4;21;10;120;24490.0;5;125;1;60.0;10108.06
6;19;2;26;27060.0;7;142;1;60.0;8931.04
5;20;2;25;23360.0;6;120;1;60.0;8674.18
13;12;10;82;33800.0;7;117;3;60.0;13833.16
26;0;24735;25;16860.0;4;123;1;54.0;6585.36
12;12;20800;27;23290.0;6;114;3;60.0;8383.77
24;1;44105;59;34000.0;8;126;3;60.0;14230.57
8;16;5093;12;36860.0;8;122;3;60.0;16376.2
9;16;30;39;47100.0;13;148;1;60.0;15846.97
8;17;24;9;59060.0;9;148;5;60.0;27184.21
7;18;22;9;57860.0;9;148;5;60.0;26922.28
9;16;20;9;57060.0;11;166;5;60.0;26491.44
7;18;10;80;19490.0;4;119;1;60.0;7021.38
16;9;26583;7;34860.0;6;126;3;60.0;11632.73
8;17;10;79;32490.0;7;132;3;60.0;14333.16
10;15;11525;35;22300.0;6;127;3;60.0;9804.72
8;17;16;122;38060.0;8;135;1;60.0;14477.14
7;18;27;9;55860.0;9;148;5;60.0;25991.68
7;18;10;9;55860.0;11;166;5;60.0;26254.64
9;16;17;9;52060.0;11;166;5;60.0;24287.49
2;23;10;94;20564.0;5;117;1;60.0;9187.59
4;21;2;81;45860.0;10;28;6;60.0;22674.32
4;20;2;42;20360.0;4;105;7;60.0;7988.62
7;18;510;42;19860.0;4;105;7;60.0;7337.48
4;20;2;42;20360.0;4;105;7;60.0;7988.62
4;20;2;42;20360.0;4;105;7;60.0;7988.62
8;17;10;26;28490.0;7;145;1;60.0;9497.83
8;16;10;88;28490.0;5;136;3;60.0;9618.05
18;6;8344;47;36790.0;8;127;5;60.0;14057.4
7;18;10;35;22490.0;7;141;1;60.0;9697.7
14;11;17435;3;46860.0;9;121;5;60.0;20032.58
40;0;32600;119;23882.0;8;129;1;42.0;10119.03
43;0;40770;119;25164.0;7;110;1;42.0;9607.33
12;13;8694;19;39860.0;8;129;3;60.0;17388.86
13;12;5210;39;46500.0;13;149;1;60.0;18483.19
28;0;12960;20;40990.0;10;141;3;54.0;17569.05
7;17;5;35;27000.0;6;139;3;60.0;12056.57
7;17;6;35;27000.0;6;139;3;60.0;12056.57
12;13;10;35;24300.0;7;141;1;60.0;9950.24
7;17;7;35;27000.0;6;139;3;60.0;12056.57
10;15;8;35;24300.0;7;141;1;60.0;10542.29
40;0;47783;84;30832.0;10;167;1;42.0;13194.53
2;23;10;35;24334.0;7;141;1;60.0;11058.32
8;17;10;97;28490.0;7;143;1;60.0;12387.35
2;23;10;93;23864.0;5;107;6;60.0;11758.54
23;2;30900;13;33990.0;7;129;1;60.0;15381.0
7;18;10;35;22490.0;7;141;1;60.0;9697.7
4;21;11;26;26360.0;7;142;1;60.0;10057.06
9;16;10;35;22116.0;7;141;1;60.0;9445.71
9;16;10;80;33200.0;4;0;0;60.0;14695.33
5;20;2;26;26860.0;7;142;1;60.0;9007.69
3;22;10;8;46990.0;8;141;3;60.0;20266.52
10;14;10;9;70490.0;11;166;5;60.0;30509.07
30;0;29320;81;37600.0;10;30;7;54.0;15503.69
7;30;10;69;32864.0;7;144;7;60.0;15676.8
28;0;30952;97;23244.0;7;143;1;54.0;9926.5
12;13;10;40;43984.0;7;143;3;60.0;18608.75
4;21;11;26;26360.0;7;142;1;60.0;10057.06
12;13;10;40;43864.0;7;143;3;60.0;18557.98
5;20;2;26;26860.0;7;142;1;60.0;9007.69
15;10;6402;20;43490.0;10;141;3;60.0;16268.75
4;21;11;26;26360.0;7;142;1;60.0;10057.06
3;22;10;80;27382.0;7;122;1;60.0;12763.08
10;15;6000;84;41562.0;7;133;3;60.0;15904.18
5;20;10;82;30490.0;7;114;3;60.0;10455.57
9;16;30;39;50200.0;13;148;1;60.0;16660.82
10;14;12592;80;24400.0;5;121;1;60.0;8783.92
32;0;25891;27;21590.0;7;112;1;48.0;7206.55
6;19;2;26;25560.0;6;126;3;60.0;8095.27
9;16;3;26;25460.0;6;130;3;60.0;8606.12
9;16;7010;27;31700.0;7;131;1;60.0;10061.92
12;13;18;122;30560.0;8;142;1;60.0;10797.57
6;19;2;27;28860.0;7;129;3;60.0;12669.7
22;3;37243;25;16652.0;4;123;1;60.0;6273.82
25;0;40417;26;18092.0;6;131;1;60.0;5934.2
7;17;3;80;26060.0;5;109;3;60.0;10152.23
15;10;4;27;28060.0;7;129;3;60.0;11640.34
9;51;8;34;33060.0;8;142;1;60.0;12519.87
4;21;2;81;36460.0;7;139;1;60.0;16316.06
6;19;2;27;28860.0;7;129;3;60.0;12669.7
13;48;5647;34;32860.0;8;142;1;60.0;12133.88
6;19;9;35;23500.0;6;127;3;60.0;10349.39
12;48;6059;34;32860.0;8;150;1;60.0;12278.99
12;48;6104;34;34360.0;8;142;1;60.0;12599.18
2;23;10;104;25990.0;6;120;1;60.0;11228.68
4;20;10;107;28364.0;8;132;1;60.0;11462.03
19;6;9837;73;18472.0;4;117;1;60.0;5529.16
8;17;10;35;22490.0;7;141;1;60.0;9628.84
10;14;5618;37;16490.0;5;127;1;60.0;7147.61
8;17;10;82;31990.0;7;114;3;60.0;11598.95
8;17;10;29;32490.0;7;129;3;60.0;12760.69
8;17;10;26;27490.0;6;131;3;60.0;8779.52
8;17;10;48;30800.0;6;129;7;60.0;10126.04
23;2;32749;81;44590.0;11;30;6;60.0;19844.2
18;6;32100;41;49400.0;11;26;6;60.0;18808.74
11;14;8;19;44060.0;9;148;1;60.0;19921.39
40;0;72500;26;19490.0;7;115;1;42.0;6745.94
3;22;10;84;41490.0;7;141;1;60.0;18038.97
4;21;10;80;22490.0;5;109;3;60.0;9279.19
12;12;24097;27;21490.0;5;122;1;60.0;7711.02
37;0;120753;61;27480.0;8;127;3;48.0;14028.33
32;0;29987;18;82980.0;20;176;3;48.0;36953.9
11;14;15;25;21500.0;5;111;3;60.0;7143.7
2;23;10;94;20864.0;5;117;1;60.0;9187.59
5;20;10;88;31490.0;7;138;3;60.0;11517.1
13;12;10;27;35200.0;4;0;0;60.0;12010.95
15;10;10;27;28800.0;6;113;3;60.0;9929.79
53;0;82431;125;32480.0;10;167;3;30.0;14899.89
29;0;71245;61;33980.0;8;127;3;54.0;17698.7
9;16;10;25;24200.0;5;112;3;60.0;9487.97
8;17;10;26;28490.0;7;145;1;60.0;9497.83
13;12;20305;81;43900.0;11;30;6;60.0;18960.06
46;0;44077;40;37200.0;9;128;3;36.0;17252.77
7;18;30;40;51700.0;7;143;3;60.0;20441.15
7;18;30;40;51700.0;7;143;3;60.0;20441.15
5;20;1;25;23860.0;6;120;1;60.0;8674.18
13;11;1981;92;37890.0;5;109;6;60.0;14000.13
13;12;17324;81;43900.0;11;30;6;60.0;19917.21
2;23;10;35;24334.0;7;141;1;60.0;11058.32
14;11;18512;29;35990.0;7;130;3;60.0;11080.27
9;16;10;27;36600.0;7;120;3;60.0;11587.9
9;16;7915;27;31300.0;7;131;1;60.0;10053.47
7;17;5;35;27000.0;6;139;3;60.0;12056.57
7;17;6;35;27000.0;6;139;3;60.0;12056.57
12;13;12240;80;23600.0;5;121;1;60.0;8581.87
8;17;536;25;19984.0;4;123;1;60.0;7313.72
5;32;10;115;32990.0;8;119;6;60.0;12454.64
5;20;2;25;20360.0;4;123;1;60.0;7601.91
3;21;10;126;57400.0;11;158;5;60.0;27063.83
12;13;8393;19;39860.0;8;129;3;60.0;17388.86
12;13;6863;19;39860.0;8;129;3;60.0;17334.51
8;16;6803;29;35990.0;7;130;3;60.0;13856.98
2;23;10;104;25990.0;6;120;1;60.0;11228.68
6;18;20272;8;36990.0;8;160;7;60.0;16427.85
3;22;10;93;23864.0;5;107;6;60.0;11642.35
41;0;59447;81;22930.0;7;146;1;42.0;10116.8
5;20;10;82;30490.0;7;114;3;60.0;10455.57
7;18;2;25;22460.0;5;117;3;60.0;9039.48
12;13;10316;19;39860.0;8;129;3;60.0;17659.22
8;17;10;30;38200.0;7;242;3;60.0;13124.15
41;0;55841;81;26264.0;10;165;1;42.0;12194.72
2;23;10;35;24334.0;7;141;1;60.0;11058.32
2;23;10;93;25482.0;5;132;1;60.0;12196.53
40;0;59000;119;24482.0;8;141;1;42.0;10287.33
22;3;22594;25;16060.0;4;123;1;60.0;5011.45
12;13;8963;19;39860.0;8;129;3;60.0;17405.02
3;21;10;11;57400.0;20;183;1;60.0;24383.86
18;6;15675;59;40800.0;10;128;3;60.0;17473.0
4;21;16;8;50860.0;8;141;3;60.0;22027.54
28;0;25618;59;35300.0;7;134;1;54.0;14235.2
25;0;17115;27;30400.0;7;119;1;60.0;8246.48
13;12;50;29;35800.0;7;145;3;60.0;13773.68
10;15;15;27;32000.0;6;113;3;60.0;9780.14
14;11;10;29;35800.0;7;130;3;60.0;13365.9
13;12;10;81;38290.0;7;130;3;60.0;14512.33
5;20;2;26;24860.0;6;126;3;60.0;8165.26
10;14;13232;80;24300.0;5;121;1;60.0;8766.63
12;13;9200;80;23600.0;5;121;1;60.0;8655.83
42;0;53023;81;23382.0;7;146;1;42.0;9307.61
2;23;10;93;24164.0;5;107;6;60.0;11906.36
40;0;73357;25;15172.0;5;104;1;42.0;6096.74
5;20;10;123;36864.0;8;146;1;60.0;15637.43
6;19;10;29;36364.0;7;130;3;60.0;14322.93
5;20;10;81;37582.0;7;142;3;60.0;17318.32
5;20;10;81;37864.0;7;142;3;60.0;17318.32
4;33;10;67;26864.0;6;137;1;60.0;11360.83
48;0;36435;66;23612.0;7;122;1;36.0;7909.77
11;14;10;80;26690.0;7;120;1;60.0;9743.11
19;6;10;88;34490.0;7;138;3;60.0;9812.21
9;16;10;35;22490.0;7;141;1;60.0;9605.44
7;18;10;82;35800.0;7;128;3;60.0;12261.72
6;19;2;26;25860.0;6;126;3;60.0;8095.27
6;19;2;25;20860.0;4;123;1;60.0;7533.71
5;19;2;26;26860.0;7;142;1;60.0;9007.69
5;20;2;26;26860.0;7;142;1;60.0;9007.69
12;13;20764;25;16890.0;4;123;1;60.0;5821.81
26;0;31584;79;28990.0;7;125;1;54.0;9779.57
10;15;10;26;27400.0;6;126;3;60.0;7807.99
22;3;37470;81;30490.0;7;139;1;60.0;10685.34
3;22;2;25;23860.0;6;134;1;60.0;11293.83
3;22;2;25;23860.0;6;134;1;60.0;11293.83
9;15;11070;80;24500.0;5;121;1;60.0;8892.49
12;13;15705;80;24600.0;5;121;1;60.0;8535.64
12;13;9140;80;23800.0;5;121;1;60.0;8655.83
3;21;10;11;57400.0;20;183;1;60.0;24383.86
12;13;16855;80;24100.0;5;121;1;60.0;8472.46
11;14;10;79;30090.0;7;125;1;60.0;10323.44
24;1;19075;79;23490.0;5;123;1;60.0;7123.87
5;19;2;76;27860.0;7;123;1;60.0;9097.47
12;48;5954;34;33860.0;8;142;1;60.0;12534.55
9;16;10;80;33000.0;4;0;0;60.0;14695.33
39;0;62649;84;28930.0;7;151;1;42.0;10729.07
10;15;6000;81;39044.0;7;130;3;60.0;14891.1
2;23;10;94;21764.0;5;117;1;60.0;9922.58
8;17;10;27;29864.0;7;120;3;60.0;11674.13
36;0;27004;80;18092.0;4;123;1;48.0;5059.33
30;0;50993;25;17452.0;5;117;3;54.0;6519.86
6;19;10;29;36364.0;7;130;3;60.0;14322.93
6;19;10;29;36364.0;7;130;3;60.0;14322.93
5;20;10;81;37864.0;7;142;3;60.0;17318.32
6;19;10;29;36364.0;7;130;3;60.0;14322.93
2;23;10;94;20564.0;5;117;1;60.0;9187.59
40;0;79376;79;16132.0;5;104;1;42.0;6492.32
12;13;7;7;40060.0;8;125;3;60.0;13853.11
10;14;12104;8;44360.0;8;148;7;60.0;18941.53
8;17;20;9;59060.0;9;148;5;60.0;27184.21
4;21;10;81;34490.0;7;139;1;60.0;15503.27
24;0;69631;81;28490.0;7;139;1;60.0;9712.15
13;12;50;29;35800.0;7;145;3;60.0;13773.68
13;12;50;29;35800.0;7;145;3;60.0;13773.68
24;1;27020;59;34900.0;8;126;3;60.0;14618.24
8;17;10;25;18890.0;4;123;1;60.0;6288.05
8;17;10;104;27490.0;6;120;1;60.0;10971.33
3;21;10;84;44490.0;7;146;3;60.0;19240.5
8;17;10;27;40800.0;7;129;3;60.0;13092.42
6;19;13;3;46860.0;9;121;5;60.0;19336.88
10;14;12200;80;24400.0;5;121;1;60.0;8785.5
11;14;10;25;23600.0;5;117;3;60.0;8735.98
8;17;10;48;30800.0;6;129;7;60.0;10126.04
18;7;50310;122;26990.0;8;142;1;60.0;8604.14
9;16;7207;27;31500.0;7;131;1;60.0;10061.92
6;19;3;81;38860.0;7;145;1;60.0;15906.11
3;22;4;82;34860.0;7;128;3;60.0;14634.3
10;15;10;35;24300.0;7;141;1;60.0;10542.29
3;21;10;84;44490.0;7;146;3;60.0;19240.5
10;27;15;69;42800.0;8;155;7;60.0;17738.21
6;19;10;30;38200.0;7;242;3;60.0;13488.81
45;0;67230;29;26690.0;10;128;1;36.0;11286.17
6;19;12;25;22360.0;5;117;3;60.0;9187.54
8;16;10;79;32090.0;7;125;1;60.0;12153.14
21;4;1911;26;26490.0;6;136;1;60.0;7614.83
6;19;10;25;22360.0;5;117;3;60.0;9187.54
25;0;33036;25;18596.0;6;125;1;60.0;7025.82
41;0;52275;81;26544.0;10;165;1;42.0;12242.57
3;22;10;94;21664.0;5;117;1;60.0;9787.66
18;7;7959;84;32990.0;7;133;3;60.0;13372.51
24;1;19609;81;44990.0;11;30;6;60.0;20517.37
8;17;10;80;22600.0;5;115;1;60.0;9398.22
24;13;39021;69;22884.0;7;145;1;60.0;9074.47
8;17;10;104;27490.0;6;120;1;60.0;10971.33
18;6;14480;62;40600.0;9;134;1;60.0;18872.68
50;0;48936;81;27044.0;10;165;1;30.0;12357.7
10;27;15;69;41200.0;8;144;7;60.0;16319.6
22;3;35597;25;16332.0;4;123;1;60.0;6286.76
8;17;10;9;59990.0;11;166;5;60.0;27887.03
25;0;30198;25;16944.0;6;124;1;60.0;6555.58
7;18;10;80;22490.0;5;109;3;60.0;7888.43
20;4;14360;62;45000.0;10;131;3;60.0;19918.86
7;18;1500;82;38990.0;8;23;7;60.0;15318.29
13;24;20420;69;33990.0;8;144;7;60.0;15464.8
41;0;27500;119;25382.0;7;106;1;42.0;10348.43
3;34;10;114;36860.0;8;120;6;60.0;16159.45
3;33;6;114;36860.0;8;120;6;60.0;16157.56
6;19;15;123;36860.0;8;146;1;60.0;15491.76
2;23;8;94;20360.0;5;117;1;60.0;9187.59
5;20;17;122;32860.0;8;135;1;60.0;12467.73
3;33;7;114;36860.0;8;120;6;60.0;16157.56
6;19;13;93;34360.0;5;30;7;60.0;19347.62
4;21;10;93;34360.0;5;30;7;60.0;19453.72
5;20;3;81;33860.0;7;139;1;60.0;15093.51
5;20;4;81;37860.0;7;142;3;60.0;17318.32
5;20;4;81;37860.0;7;142;3;60.0;17318.32
4;21;5;80;25860.0;5;109;3;60.0;11624.41
22;3;20801;81;36360.0;7;130;3;60.0;12759.86
3;22;3;82;31460.0;7;125;1;60.0;12677.66
26;0;18250;82;24360.0;7;120;3;54.0;10543.87
6;19;2;84;37360.0;7;133;3;60.0;15848.25
24;1;21340;81;33360.0;7;130;3;60.0;11422.76
5;20;3;81;37860.0;7;142;3;60.0;17318.32
5;19;2;80;25860.0;5;115;1;60.0;11078.49
5;20;3;80;28860.0;7;122;1;60.0;11695.96
7;18;2;81;34860.0;7;130;3;60.0;14348.42
5;20;4;81;37860.0;7;142;3;60.0;17318.32
5;20;2;80;27860.0;7;122;1;60.0;11695.96
6;19;5;79;37860.0;4;0;0;60.0;14507.36
6;19;6;79;36860.0;4;0;0;60.0;15644.84
5;20;4;81;37860.0;7;142;3;60.0;17318.32
5;20;5;81;47860.0;11;27;6;60.0;24562.72
5;20;3;81;37860.0;7;142;3;60.0;17318.32
7;18;2;81;34860.0;7;130;3;60.0;14348.42
8;17;4;81;38660.0;7;130;3;60.0;15317.65
3;22;2;81;37860.0;7;142;3;60.0;17687.73
4;21;3;81;48860.0;11;27;6;60.0;25211.21
5;20;4;81;37860.0;7;142;3;60.0;17318.32
7;18;5;81;34860.0;7;130;3;60.0;14348.41
6;19;3;81;34560.0;7;130;3;60.0;14294.01
7;18;11;44;18660.0;5;128;3;60.0;7117.84
10;15;6;53;44060.0;7;41;7;60.0;16094.46
7;18;7;44;19260.0;5;128;3;60.0;7117.84
8;17;11;44;18260.0;5;128;3;60.0;6946.58
7;18;7;44;18300.0;5;128;3;60.0;7117.84
4;21;10;48;29860.0;6;121;7;60.0;10145.03
9;15;3;54;39060.0;7;41;7;60.0;14839.92
4;20;11;48;29860.0;6;121;7;60.0;10145.03
7;18;8;44;18660.0;5;128;3;60.0;7117.84
7;18;10;44;18660.0;5;128;3;60.0;7117.84
7;18;7;44;18660.0;5;128;3;60.0;7117.84
5;19;10;48;29860.0;6;121;7;60.0;10042.01
4;20;7;48;29860.0;6;121;7;60.0;9661.93
4;20;27;48;29860.0;6;121;7;60.0;10145.03
7;18;10;44;18660.0;5;128;3;60.0;7117.84
7;18;5;44;18660.0;5;128;3;60.0;7117.84
7;18;8;44;19260.0;5;128;3;60.0;7117.84
7;18;6;44;18660.0;5;128;3;60.0;7117.84
7;18;8;44;18660.0;5;128;3;60.0;7117.84
7;18;7;44;18660.0;5;128;3;60.0;7117.84
10;15;6;53;44060.0;7;41;7;60.0;16094.46
4;21;26;48;29860.0;6;121;7;60.0;10145.03
4;21;8;48;29860.0;6;121;7;60.0;10145.03
9;16;8;44;18860.0;5;128;3;60.0;6989.96
4;20;2;42;20360.0;4;105;7;60.0;7988.62
11;14;22;35;24300.0;7;141;1;60.0;10488.96
8;17;8;35;26700.0;8;157;1;60.0;11220.52
7;17;6;35;27000.0;6;139;3;60.0;12056.57
4;21;515;42;19860.0;4;105;7;60.0;7554.63
9;16;60;40;48060.0;10;28;7;60.0;21571.82
28;0;10820;38;26360.0;6;119;1;54.0;7845.98
4;21;511;42;19860.0;4;105;7;60.0;7554.63
3;22;8;35;22500.0;7;141;1;60.0;9895.49
3;22;8;35;22500.0;7;141;1;60.0;9895.49
22;3;6896;19;42390.0;10;142;3;60.0;19452.23
